game,platform,section,asset_name,asset_id,asset_page_url,uploaded_by,contributors,submitted,format,size,local_file,downloaded_at
Final Fantasy VI Advance,Game Boy Advance,Enemies & Bosses,Bosses,sprite_bosses,https://www.spriters-resource.com/game_boy_advance/finalfantasy6advance/asset/6806/,DrakeyC,Gravrain,"A long, long time ago",PNG (image/png),381.58 KB (1031x661),sprite_bosses.png,2026-07-19T06:31:55.359883+00:00
Final Fantasy VI Advance,Game Boy Advance,Enemies & Bosses,Enemies,sprite_enemies,https://www.spriters-resource.com/game_boy_advance/finalfantasy6advance/asset/50459/,DrakeyC,Gravrain,"A long, long time ago",PNG (image/png),715.56 KB (1411x873),sprite_enemies.png,2026-07-19T06:31:59.791985+00:00
