game,platform,section,asset_name,asset_id,asset_page_url,uploaded_by,contributors,submitted,format,size,local_file,downloaded_at
Pokémon Mystery Dungeon: Explorers of Time / Darkness,Ds Dsi,Dungeons,Final Maze B23F,sprite_final_maze_b23f,https://www.spriters-resource.com/ds_dsi/pokemonmysterydungeonexplorersoftimedarkness/asset/86285/,SilverDeoxys563,,"December 29, 2016",PNG (image/png),117.84 KB (888x770),sprite_final_maze_b23f.png,2026-07-23T00:48:12.090654+00:00
Pokémon Mystery Dungeon: Explorers of Time / Darkness,Ds Dsi,Dungeons,Foggy Forest,sprite_foggy_forest,https://www.spriters-resource.com/ds_dsi/pokemonmysterydungeonexplorersoftimedarkness/asset/85771/,SilverDeoxys563,,"December 15, 2016",PNG (image/png),53.73 KB (888x770),sprite_foggy_forest.png,2026-07-23T00:48:16.013014+00:00
Pokémon Mystery Dungeon: Explorers of Time / Darkness,Ds Dsi,Dungeons,Forest Path,sprite_forest_path,https://www.spriters-resource.com/ds_dsi/pokemonmysterydungeonexplorersoftimedarkness/asset/85768/,SilverDeoxys563,,"December 14, 2016",PNG (image/png),122.04 KB (963x770),sprite_forest_path.png,2026-07-23T00:48:19.732029+00:00
Pokémon Mystery Dungeon: Explorers of Time / Darkness,Ds Dsi,Dungeons,Golden Chamber,sprite_golden_chamber,https://www.spriters-resource.com/ds_dsi/pokemonmysterydungeonexplorersoftimedarkness/asset/84873/,SilverDeoxys563,,"November 10, 2016",PNG (image/png),50.77 KB (963x770),sprite_golden_chamber.png,2026-07-23T00:48:23.371026+00:00
Pokémon Mystery Dungeon: Explorers of Time / Darkness,Ds Dsi,Dungeons,Hidden Highland,sprite_hidden_highland,https://www.spriters-resource.com/ds_dsi/pokemonmysterydungeonexplorersoftimedarkness/asset/84827/,SilverDeoxys563,,"November 8, 2016",PNG (image/png),51.48 KB (888x770),sprite_hidden_highland.png,2026-07-23T00:48:27.053036+00:00
Pokémon Mystery Dungeon: Explorers of Time / Darkness,Ds Dsi,Dungeons,Hidden Land,sprite_hidden_land,https://www.spriters-resource.com/ds_dsi/pokemonmysterydungeonexplorersoftimedarkness/asset/84828/,SilverDeoxys563,,"November 8, 2016",PNG (image/png),115.11 KB (888x770),sprite_hidden_land.png,2026-07-23T00:48:33.774507+00:00
Pokémon Mystery Dungeon: Explorers of Time / Darkness,Ds Dsi,Dungeons,Ice Aegis Cave,sprite_ice_aegis_cave,https://www.spriters-resource.com/ds_dsi/pokemonmysterydungeonexplorersoftimedarkness/asset/85991/,SilverDeoxys563,,"December 23, 2016",PNG (image/png),109.53 KB (963x770),sprite_ice_aegis_cave.png,2026-07-23T00:48:38.139722+00:00
Pokémon Mystery Dungeon: Explorers of Time / Darkness,Ds Dsi,Dungeons,Lower Brine Cave,sprite_lower_brine_cave,https://www.spriters-resource.com/ds_dsi/pokemonmysterydungeonexplorersoftimedarkness/asset/85970/,SilverDeoxys563,,"December 21, 2016",PNG (image/png),105.42 KB (963x770),sprite_lower_brine_cave.png,2026-07-23T00:48:41.774010+00:00
Pokémon Mystery Dungeon: Explorers of Time / Darkness,Ds Dsi,Dungeons,Lush Prairie,sprite_lush_prairie,https://www.spriters-resource.com/ds_dsi/pokemonmysterydungeonexplorersoftimedarkness/asset/86284/,SilverDeoxys563,,"December 29, 2016",PNG (image/png),115.84 KB (888x770),sprite_lush_prairie.png,2026-07-23T00:48:45.403629+00:00
Pokémon Mystery Dungeon: Explorers of Time / Darkness,Ds Dsi,Dungeons,Miracle Sea,sprite_miracle_sea,https://www.spriters-resource.com/ds_dsi/pokemonmysterydungeonexplorersoftimedarkness/asset/85996/,SilverDeoxys563,,"December 23, 2016",PNG (image/png),98.67 KB (738x770),sprite_miracle_sea.png,2026-07-23T00:48:49.177863+00:00
Pokémon Mystery Dungeon: Explorers of Time / Darkness,Ds Dsi,Dungeons,Mt. Bristle,sprite_mt_bristle,https://www.spriters-resource.com/ds_dsi/pokemonmysterydungeonexplorersoftimedarkness/asset/84830/,SilverDeoxys563,,"November 8, 2016",PNG (image/png),111.15 KB (963x770),sprite_mt_bristle.png,2026-07-23T00:48:52.794748+00:00
Pokémon Mystery Dungeon: Explorers of Time / Darkness,Ds Dsi,Dungeons,Mt. Horn,sprite_mt_horn,https://www.spriters-resource.com/ds_dsi/pokemonmysterydungeonexplorersoftimedarkness/asset/85752/,SilverDeoxys563,,"December 14, 2016",PNG (image/png),115.22 KB (963x770),sprite_mt_horn.png,2026-07-23T00:48:59.327445+00:00
Pokémon Mystery Dungeon: Explorers of Time / Darkness,Ds Dsi,Dungeons,Mt. Travail,sprite_mt_travail,https://www.spriters-resource.com/ds_dsi/pokemonmysterydungeonexplorersoftimedarkness/asset/86058/,SilverDeoxys563,,"December 24, 2016",PNG (image/png),117.62 KB (963x770),sprite_mt_travail.png,2026-07-23T00:49:02.982976+00:00
Pokémon Mystery Dungeon: Explorers of Time / Darkness,Ds Dsi,Dungeons,Mystery Jungle 01F - 15F,sprite_mystery_jungle_01f_15f,https://www.spriters-resource.com/ds_dsi/pokemonmysterydungeonexplorersoftimedarkness/asset/84968/,SilverDeoxys563,,"November 15, 2016",PNG (image/png),127.82 KB (1038x770),sprite_mystery_jungle_01f_15f.png,2026-07-23T00:49:06.714595+00:00
Pokémon Mystery Dungeon: Explorers of Time / Darkness,Ds Dsi,Dungeons,Mystery Jungle 16F - 30F,sprite_mystery_jungle_16f_30f,https://www.spriters-resource.com/ds_dsi/pokemonmysterydungeonexplorersoftimedarkness/asset/84969/,SilverDeoxys563,,"November 15, 2016",PNG (image/png),73.41 KB (691x770),sprite_mystery_jungle_16f_30f.png,2026-07-23T00:49:10.367661+00:00
Pokémon Mystery Dungeon: Explorers of Time / Darkness,Ds Dsi,Dungeons,Mystifying Forest,sprite_mystifying_forest,https://www.spriters-resource.com/ds_dsi/pokemonmysterydungeonexplorersoftimedarkness/asset/5980/,SilverDeoxys563,,"A long, long time ago",PNG (image/png),116.58 KB (963x770),sprite_mystifying_forest.png,2026-07-23T00:49:14.038796+00:00
Pokémon Mystery Dungeon: Explorers of Time / Darkness,Ds Dsi,Dungeons,The Nightmare,sprite_the_nightmare,https://www.spriters-resource.com/ds_dsi/pokemonmysterydungeonexplorersoftimedarkness/asset/86065/,SilverDeoxys563,,"December 24, 2016",PNG (image/png),79.16 KB (691x770),sprite_the_nightmare.png,2026-07-23T00:49:17.721315+00:00
Pokémon Mystery Dungeon: Explorers of Time / Darkness,Ds Dsi,Dungeons,Northern Desert 01F - 07F,sprite_northern_desert_01f_07f,https://www.spriters-resource.com/ds_dsi/pokemonmysterydungeonexplorersoftimedarkness/asset/37112/,SilverDeoxys563,,"A long, long time ago",PNG (image/png),116.41 KB (963x770),sprite_northern_desert_01f_07f.png,2026-07-23T00:49:21.497478+00:00
Pokémon Mystery Dungeon: Explorers of Time / Darkness,Ds Dsi,Dungeons,Northern Desert 08F - 15F,sprite_northern_desert_08f_15f,https://www.spriters-resource.com/ds_dsi/pokemonmysterydungeonexplorersoftimedarkness/asset/85146/,SilverDeoxys563,,"November 21, 2016",PNG (image/png),114.97 KB (963x770),sprite_northern_desert_08f_15f.png,2026-07-23T00:49:25.168964+00:00
Pokémon Mystery Dungeon: Explorers of Time / Darkness,Ds Dsi,Dungeons,Quicksand Cave,sprite_quicksand_cave,https://www.spriters-resource.com/ds_dsi/pokemonmysterydungeonexplorersoftimedarkness/asset/85828/,SilverDeoxys563,,"December 17, 2016",PNG (image/png),109.61 KB (963x770),sprite_quicksand_cave.png,2026-07-23T00:49:28.808929+00:00
Pokémon Mystery Dungeon: Explorers of Time / Darkness,Ds Dsi,Dungeons,Quicksand Pit,sprite_quicksand_pit,https://www.spriters-resource.com/ds_dsi/pokemonmysterydungeonexplorersoftimedarkness/asset/85896/,SilverDeoxys563,,"December 20, 2016",PNG (image/png),124.73 KB (1038x770),sprite_quicksand_pit.png,2026-07-23T00:49:32.416790+00:00
Pokémon Mystery Dungeon: Explorers of Time / Darkness,Ds Dsi,Dungeons,Rock Aegis Cave,sprite_rock_aegis_cave,https://www.spriters-resource.com/ds_dsi/pokemonmysterydungeonexplorersoftimedarkness/asset/85980/,SilverDeoxys563,,"December 22, 2016",PNG (image/png),115.62 KB (963x770),sprite_rock_aegis_cave.png,2026-07-23T00:49:36.091045+00:00
Pokémon Mystery Dungeon: Explorers of Time / Darkness,Ds Dsi,Dungeons,Rock Path,sprite_rock_path,https://www.spriters-resource.com/ds_dsi/pokemonmysterydungeonexplorersoftimedarkness/asset/85753/,SilverDeoxys563,,"December 14, 2016",PNG (image/png),52.90 KB (963x770),sprite_rock_path.png,2026-07-23T00:49:39.797945+00:00
Pokémon Mystery Dungeon: Explorers of Time / Darkness,Ds Dsi,Dungeons,Sealed Ruin,sprite_sealed_ruin,https://www.spriters-resource.com/ds_dsi/pokemonmysterydungeonexplorersoftimedarkness/asset/84874/,SilverDeoxys563,,"November 10, 2016",PNG (image/png),78.24 KB (691x770),sprite_sealed_ruin.png,2026-07-23T00:49:43.460015+00:00
Pokémon Mystery Dungeon: Explorers of Time / Darkness,Ds Dsi,Dungeons,Shimmer Desert,sprite_shimmer_desert,https://www.spriters-resource.com/ds_dsi/pokemonmysterydungeonexplorersoftimedarkness/asset/37303/,SilverDeoxys563,,"A long, long time ago",PNG (image/png),116.81 KB (963x770),sprite_shimmer_desert.png,2026-07-23T00:49:50.190870+00:00
Pokémon Mystery Dungeon: Explorers of Time / Darkness,Ds Dsi,Dungeons,Side Path,sprite_side_path,https://www.spriters-resource.com/ds_dsi/pokemonmysterydungeonexplorersoftimedarkness/asset/85430/,SilverDeoxys563,,"December 3, 2016",PNG (image/png),111.59 KB (963x770),sprite_side_path.png,2026-07-23T00:49:56.908651+00:00
Pokémon Mystery Dungeon: Explorers of Time / Darkness,Ds Dsi,Dungeons,Spacial Rift B01F - B14F,sprite_spacial_rift_b01f_b14f,https://www.spriters-resource.com/ds_dsi/pokemonmysterydungeonexplorersoftimedarkness/asset/86088/,SilverDeoxys563,,"December 24, 2016",PNG (image/png),80.11 KB (691x770),sprite_spacial_rift_b01f_b14f.png,2026-07-23T00:50:00.674523+00:00
Pokémon Mystery Dungeon: Explorers of Time / Darkness,Ds Dsi,Dungeons,Spacial Rift B15F,sprite_spacial_rift_b15f,https://www.spriters-resource.com/ds_dsi/pokemonmysterydungeonexplorersoftimedarkness/asset/86304/,SilverDeoxys563,,"December 29, 2016",PNG (image/png),109.65 KB (1113x770),sprite_spacial_rift_b15f.png,2026-07-23T00:50:04.279317+00:00
Pokémon Mystery Dungeon: Explorers of Time / Darkness,Ds Dsi,Dungeons,Steam Cave,sprite_steam_cave,https://www.spriters-resource.com/ds_dsi/pokemonmysterydungeonexplorersoftimedarkness/asset/85777/,SilverDeoxys563,,"December 15, 2016",PNG (image/png),113.73 KB (963x770),sprite_steam_cave.png,2026-07-23T00:50:07.916260+00:00
Pokémon Mystery Dungeon: Explorers of Time / Darkness,Ds Dsi,Dungeons,Steel Aegis Cave,sprite_steel_aegis_cave,https://www.spriters-resource.com/ds_dsi/pokemonmysterydungeonexplorersoftimedarkness/asset/85992/,SilverDeoxys563,,"December 23, 2016",PNG (image/png),98.67 KB (888x770),sprite_steel_aegis_cave.png,2026-07-23T00:50:11.618151+00:00
Pokémon Mystery Dungeon: Explorers of Time / Darkness,Ds Dsi,Dungeons,Surrounded Sea,sprite_surrounded_sea,https://www.spriters-resource.com/ds_dsi/pokemonmysterydungeonexplorersoftimedarkness/asset/85993/,SilverDeoxys563,,"December 23, 2016",PNG (image/png),99.41 KB (738x770),sprite_surrounded_sea.png,2026-07-23T00:50:15.223300+00:00
Pokémon Mystery Dungeon: Explorers of Time / Darkness,Ds Dsi,Dungeons,Temporal Spire,sprite_temporal_spire,https://www.spriters-resource.com/ds_dsi/pokemonmysterydungeonexplorersoftimedarkness/asset/84823/,SilverDeoxys563,,"November 8, 2016",PNG (image/png),96.07 KB (888x770),sprite_temporal_spire.png,2026-07-23T00:50:18.842531+00:00
Pokémon Mystery Dungeon: Explorers of Time / Darkness,Ds Dsi,Dungeons,Temporal Tower,sprite_temporal_tower,https://www.spriters-resource.com/ds_dsi/pokemonmysterydungeonexplorersoftimedarkness/asset/84824/,SilverDeoxys563,,"November 8, 2016",PNG (image/png),43.28 KB (888x770),sprite_temporal_tower.png,2026-07-23T00:50:22.487854+00:00
Pokémon Mystery Dungeon: Explorers of Time / Darkness,Ds Dsi,Dungeons,Test Dungeon,sprite_test_dungeon,https://www.spriters-resource.com/ds_dsi/pokemonmysterydungeonexplorersoftimedarkness/asset/85988/,SilverDeoxys563,,"December 23, 2016",PNG (image/png),122.02 KB (771x770),sprite_test_dungeon.png,2026-07-23T00:50:26.081932+00:00
